frame,num_particles,solver_iters,max_neighbors,sort_every_n,sim_ms_gpu,clear,points,points_speed,present,gpu_0,render_ms,frame_ms,fps,profile
3723,1.024e+06,1,64,1,-1,0.3339,0.0004,0.0527,0.3874,0.002048,10.3371,11.2781,88.6674,""
3724,1.024e+06,1,64,1,-1,0.3343,0.0006,0.0633,0.3745,0.002048,10.3049,11.1919,89.3503,""
3725,1.024e+06,1,64,1,-1,0.3468,0.0005,0.0503,0.2844,0.002048,10.4583,11.1013,90.0795,""
3726,1.024e+06,1,64,1,-1,0.3193,0.0004,0.056,0.2898,0.002048,10.4813,11.3234,88.3127,""
3727,1.024e+06,1,64,1,-1,0.3295,0.0004,0.0587,0.3074,0.001024,10.6779,11.4147,87.6063,""
3728,1.024e+06,1,64,1,-1,0.3699,0.0005,0.0674,0.383,0.002048,10.398,11.2154,89.1631,""
3729,1.024e+06,1,64,1,-1,0.3895,0.0005,0.0681,0.3469,0.002048,10.5652,11.2313,89.0369,""
3730,1.024e+06,1,64,1,-1,0.3651,0.0005,0.0676,0.3792,0.002048,10.4685,11.1092,90.0155,""
3731,1.024e+06,1,64,1,-1,0.3309,0.0004,0.0513,0.3015,0.002048,10.4384,11.1499,89.6869,""
3732,1.024e+06,1,64,1,-1,0.3943,0.0005,0.0542,0.3383,0.003072,10.5634,11.3226,88.3189,""
3733,1.024e+06,1,64,1,-1,0.322,0.0004,0.0591,0.3812,0.002048,10.4288,11.3294,88.2659,""
3734,1.024e+06,1,64,1,-1,0.4409,0.0005,0.0952,0.4535,0.002048,10.5451,11.3103,88.415,""
3735,1.024e+06,1,64,1,-1,0.4276,0.0005,0.0644,0.3874,0.003072,10.5844,11.3133,88.3915,""
3736,1.024e+06,1,64,1,-1,0.333,0.0005,0.052,0.3505,0.002048,10.0401,11.1023,90.0714,""
3737,1.024e+06,1,64,1,-1,0.3785,0.0007,0.0633,0.3852,0.002048,10.2608,11.1288,89.8569,""
3738,1.024e+06,1,64,1,-1,0.3759,0.0005,0.0612,0.29,0.002048,10.5204,11.2561,88.8407,""
3739,1.024e+06,1,64,1,-1,0.3566,0.0005,0.0537,0.3445,0.003072,10.4012,11.1984,89.2985,""
3740,1.024e+06,1,64,1,-1,0.3224,0.0006,0.0519,0.3351,0.001024,10.4229,11.2555,88.8455,""
3741,1.024e+06,1,64,1,-1,0.3866,0.0005,0.066,0.3686,0.002048,10.3862,11.1206,89.9232,""
3742,1.024e+06,1,64,1,-1,0.3418,0.0004,0.0485,0.2738,0.002048,10.4256,11.0814,90.2413,""
3743,1.024e+06,1,64,1,-1,0.3292,0.0005,0.0508,0.2879,0.002048,10.428,11.3351,88.2215,""
3744,1.024e+06,1,64,1,-1,0.3279,0.0005,0.0515,0.3034,0.002048,10.3924,11.2649,88.7713,""
3745,1.024e+06,1,64,1,-1,0.3585,0.0005,0.0855,0.4479,0.002048,10.5984,11.1899,89.3663,""
3746,1.024e+06,1,64,1,-1,0.3346,0.0005,0.0498,0.2845,0.002048,10.3904,11.2302,89.0456,""
3747,1.024e+06,1,64,1,-1,0.3489,0.0005,0.0483,0.3029,0.00304,10.3608,11.142,89.7505,""
3748,1.024e+06,1,64,1,-1,0.3663,0.0006,0.0523,0.3608,0.003072,10.4843,11.2932,88.5489,""
3749,1.024e+06,1,64,1,-1,0.3549,0.0007,0.0508,0.304,0.002048,10.6236,11.3567,88.0537,""
3750,1.024e+06,1,64,1,-1,0.3229,0.0006,0.0543,0.3364,0.003072,10.2848,11.3889,87.8048,""
3751,1.024e+06,1,64,1,-1,0.343,0.0005,0.0517,0.331,0.002048,10.6629,11.3251,88.2994,""
3752,1.024e+06,1,64,1,-1,0.3922,0.0005,0.0678,0.4335,0.002048,9.8774,11.0986,90.1015,""
3753,1.024e+06,1,64,1,-1,0.3832,0.0005,0.0665,0.3581,0.003072,10.4408,11.1123,89.9904,""
3754,1.024e+06,1,64,1,-1,0.3355,0.0006,0.0665,0.3617,0.002048,10.6315,11.2713,88.7209,""
3755,1.024e+06,1,64,1,-1,0.3981,0.0005,0.0583,0.3609,0.002048,10.2667,11.2432,88.9426,""
3756,1.024e+06,1,64,1,-1,0.3955,0.0005,0.0702,0.4007,0.003072,10.4151,11.3004,88.4924,""
3757,1.024e+06,1,64,1,-1,0.3729,0.0007,0.0664,0.3939,0.002048,10.4717,11.2877,88.592,""
3758,1.024e+06,1,64,1,-1,0.3242,0.0005,0.0649,0.3185,0.002048,10.2635,11.0285,90.6742,""
3759,1.024e+06,1,64,1,-1,0.3102,0.0004,0.0497,0.2816,0.003072,10.4427,11.1263,89.8771,""
3760,1.024e+06,1,64,1,-1,0.3366,0.0004,0.0483,0.3118,0.002016,10.5967,11.2839,88.6218,""
3761,1.024e+06,1,64,1,-1,0.3156,0.0005,0.0527,0.2507,0.002048,10.439,11.3129,88.3947,""
3762,1.024e+06,1,64,1,-1,0.3833,0.0005,0.0724,0.4064,0.002048,10.5149,11.3057,88.451,""
3763,1.024e+06,1,64,1,-1,0.3703,0.0008,0.0672,0.4181,0.002048,10.4123,11.4045,87.6847,""
3764,1.024e+06,1,64,1,-1,0.3485,0.0005,0.0658,0.362,0.002048,10.3097,11.1211,89.9192,""
3765,1.024e+06,1,64,1,-1,0.3785,0.0005,0.0523,0.2675,0.002048,10.3571,11.111,90.0009,""
3766,1.024e+06,1,64,1,-1,0.3074,0.0004,0.0473,0.2836,0.002048,10.1787,11.3042,88.4627,""
3767,1.024e+06,1,64,1,-1,0.3416,0.0005,0.0789,0.3857,0.002048,10.3787,11.2037,89.2562,""
3768,1.024e+06,1,64,1,-1,0.3686,0.0004,0.0662,0.3324,0.002048,10.5784,11.2204,89.1234,""
3769,1.024e+06,1,64,1,-1,0.3188,0.0004,0.0462,0.3302,0.002048,10.4697,11.1913,89.3551,""
3770,1.024e+06,1,64,1,-1,0.4174,0.0006,0.0673,0.3644,0.002048,10.3364,11.0681,90.3497,""
3771,1.024e+06,1,64,1,-1,0.3695,0.0005,0.0514,0.2946,0.002048,10.6972,11.4083,87.6555,""
3772,1.024e+06,1,64,1,-1,0.3458,0.0006,0.0703,0.3852,0.002048,10.651,11.2414,88.9569,""
3773,1.024e+06,1,64,1,-1,0.343,0.0006,0.0516,0.3341,0.002048,10.3513,11.1499,89.6869,""
3774,1.024e+06,1,64,1,-1,0.3876,0.0006,0.0672,0.3929,0.003072,10.3546,11.0942,90.1372,""
3775,1.024e+06,1,64,1,-1,0.3797,0.0006,0.0673,0.3889,0.003072,10.4569,11.1061,90.0406,""
3776,1.024e+06,1,64,1,-1,0.3413,0.0003,0.0499,0.2724,0.002048,10.3301,11.2928,88.552,""
3777,1.024e+06,1,64,1,-1,0.3423,0.0004,0.0509,0.2864,0.002944,10.6019,11.2509,88.8818,""
3778,1.024e+06,1,64,1,-1,0.367,0.0007,0.0662,0.3821,0.002048,10.5546,11.2868,88.5991,""
3779,1.024e+06,1,64,1,-1,0.3757,0.0005,0.0653,0.3606,0.00192,10.5063,11.2509,88.8818,""
3780,1.024e+06,1,64,1,-1,0.3116,0.0005,0.0478,0.3301,0.002048,10.4363,11.0877,90.19,""
3781,1.024e+06,1,64,1,-1,0.36,0.0004,0.0516,0.3305,0.002048,10.161,11.0707,90.3285,""
3782,1.024e+06,1,64,1,-1,0.3189,0.0004,0.0482,0.2676,0.002048,10.3944,11.0423,90.5608,""
3783,1.024e+06,1,64,1,-1,0.3752,0.0005,0.0646,0.4296,0.003072,10.2026,11.0481,90.5133,""
3784,1.024e+06,1,64,1,-1,0.3484,0.0002,0.0504,0.2998,0.002048,10.391,10.9916,90.9786,""
3785,1.024e+06,1,64,1,-1,0.3545,0.0006,0.0563,0.2858,0.003072,10.2346,11.0112,90.8166,""
3786,1.024e+06,1,64,1,-1,0.3084,0.0006,0.0475,0.285,0.003072,10.2453,10.9999,90.9099,""
3787,1.024e+06,1,64,1,-1,0.3051,0.0003,0.0504,0.2807,0.002048,10.1468,11.0734,90.3065,""
3788,1.024e+06,1,64,1,-1,0.34,0.0005,0.0611,0.3137,0.002048,10.2227,11.0234,90.7161,""
3789,1.024e+06,1,64,1,-1,0.3542,0.0008,0.0647,0.3937,0.002048,10.1709,11.011,90.8183,""
3790,1.024e+06,1,64,1,-1,0.3356,0.0005,0.0691,0.3218,0.003072,10.2696,10.9986,90.9207,""
3791,1.024e+06,1,64,1,-1,0.3422,0.0005,0.0492,0.2747,0.002048,10.1756,11.0399,90.5805,""
3792,1.024e+06,1,64,1,-1,0.3033,0.0005,0.0489,0.3151,0.002048,10.3366,11.0124,90.8067,""
3793,1.024e+06,1,64,1,-1,0.3468,0.0004,0.0491,0.2816,0.003072,10.2156,11.0477,90.5166,""
3794,1.024e+06,1,64,1,-1,0.3432,0.0004,0.0482,0.2961,0.002048,10.4007,11.0118,90.8117,""
3795,1.024e+06,1,64,1,-1,0.3535,0.0004,0.0617,0.3017,0.002048,10.2191,11.0199,90.7449,""
3796,1.024e+06,1,64,1,-1,0.3273,0.0005,0.0491,0.3108,0.003072,10.1397,11.0087,90.8372,""
3797,1.024e+06,1,64,1,-1,0.3474,0.0005,0.0774,0.3037,0.003072,10.4646,11.0557,90.4511,""
3798,1.024e+06,1,64,1,-1,0.3063,0.0004,0.0474,0.2697,0.002048,10.325,11.0794,90.2576,""
3799,1.024e+06,1,64,1,-1,0.389,0.0005,0.0661,0.3754,0.003072,10.215,11.0681,90.3497,""
3800,1.024e+06,1,64,1,-1,0.3367,0.0005,0.0513,0.3007,0.002976,10.3185,11.0038,90.8777,""
3801,1.024e+06,1,64,1,-1,0.3248,0.0005,0.0485,0.2572,0.002048,10.0353,11.0428,90.5567,""
3802,1.024e+06,1,64,1,-1,0.324,0.0004,0.0494,0.3144,0.003072,10.2163,11.0732,90.3081,""
3803,1.024e+06,1,64,1,-1,0.3605,0.0005,0.049,0.305,0.003072,10.2396,11.0738,90.3032,""
3804,1.024e+06,1,64,1,-1,0.3594,0.0004,0.0488,0.3081,0.003072,10.2772,11.0824,90.2332,""
3805,1.024e+06,1,64,1,-1,0.2932,0.0005,0.0466,0.3515,0.003072,10.2229,11.0609,90.4086,""
3806,1.024e+06,1,64,1,-1,0.3405,0.0005,0.0662,0.3156,0.002048,10.3217,11.0097,90.829,""
3807,1.024e+06,1,64,1,-1,0.3184,0.0004,0.0498,0.2794,0.003072,10.1841,11.0114,90.815,""
3808,1.024e+06,1,64,1,-1,0.4621,0.0006,0.066,0.3988,0.003072,10.3032,10.9941,90.9579,""
3809,1.024e+06,1,64,1,-1,0.3387,0.0005,0.0629,0.3763,0.003072,10.2589,11.0345,90.6249,""
3810,1.024e+06,1,64,1,-1,0.411,0.0004,0.0515,0.3114,0.003072,10.3196,11.0165,90.7729,""
3811,1.024e+06,1,64,1,-1,0.3251,0.0005,0.0465,0.2926,0.002048,10.2382,11.0195,90.7482,""
3812,1.024e+06,1,64,1,-1,0.3424,0.0006,0.0654,0.3755,0.002048,10.2177,11.0419,90.5641,""
3813,1.024e+06,1,64,1,-1,0.3203,0.0004,0.0473,0.2855,0.003072,10.4288,11.0197,90.7466,""
3814,1.024e+06,1,64,1,-1,0.3626,0.0006,0.0475,0.2694,0.003072,10.22,11.0003,90.9066,""
3815,1.024e+06,1,64,1,-1,0.3487,0.0005,0.0466,0.2936,0.003072,10.1383,11.0073,90.8488,""
3816,1.024e+06,1,64,1,-1,0.3981,0.0004,0.0671,0.3514,0.003072,10.1409,10.9987,90.9198,""
3817,1.024e+06,1,64,1,-1,0.3669,0.0006,0.0633,0.358,0.00304,10.1181,10.9618,91.2259,""
3818,1.024e+06,1,64,1,-1,0.368,0.0006,0.0619,0.3392,0.002048,10.2497,11.0366,90.6076,""
3819,1.024e+06,1,64,1,-1,0.3227,0.0007,0.0482,0.2946,0.002048,10.1437,10.986,91.0249,""
3820,1.024e+06,1,64,1,-1,0.3448,0.0004,0.0491,0.3177,0.003072,10.2356,11.008,90.843,""
3821,1.024e+06,1,64,1,-1,0.29,0.0004,0.048,0.3125,0.002048,10.2297,11.0859,90.2047,""
3822,1.024e+06,1,64,1,-1,0.3353,0.0004,0.0472,0.2798,0.002912,10.2547,11.0004,90.9058,""
3823,1.024e+06,1,64,1,-1,0.3334,0.0005,0.0485,0.268,0.002048,10.3503,11.0198,90.7457,""
3824,1.024e+06,1,64,1,-1,0.3645,0.0005,0.0491,0.3359,0.003072,10.2482,11.0218,90.7293,""
3825,1.024e+06,1,64,1,-1,0.3253,0.0004,0.0492,0.2982,0.003072,10.4418,11.1258,89.8812,""
3826,1.024e+06,1,64,1,-1,0.3748,0.0005,0.0637,0.3989,0.003072,10.2408,11.0427,90.5576,""
3827,1.024e+06,1,64,1,-1,0.3776,0.0007,0.0652,0.3252,0.002048,10.4602,11.0707,90.3285,""
3828,1.024e+06,1,64,1,-1,0.3596,0.0006,0.0653,0.369,0.003072,10.2476,11.0964,90.1193,""
3829,1.024e+06,1,64,1,-1,0.433,0.0007,0.0736,0.2945,0.002048,10.4741,11.0965,90.1185,""
3830,1.024e+06,1,64,1,-1,0.296,0.0005,0.0489,0.2609,0.003072,10.193,11.1059,90.0422,""
3831,1.024e+06,1,64,1,-1,0.3442,0.0007,0.0479,0.2839,0.003072,10.3507,11.0224,90.7243,""
3832,1.024e+06,1,64,1,-1,0.3743,0.0009,0.091,0.4104,0.002048,10.3724,11.1324,89.8279,""
3833,1.024e+06,1,64,1,-1,0.3305,0.0003,0.0493,0.2826,0.002048,10.2075,11.0559,90.4494,""
3834,1.024e+06,1,64,1,-1,0.415,0.0005,0.0706,0.4854,0.003072,10.2834,11.0421,90.5625,""
3835,1.024e+06,1,64,1,-1,0.3162,0.0005,0.0482,0.2782,0.003072,10.2465,11.0866,90.199,""
3836,1.024e+06,1,64,1,-1,0.3021,0.0005,0.0475,0.3425,0.002048,10.3132,10.9712,91.1477,""
3837,1.024e+06,1,64,1,-1,0.3053,0.0005,0.0488,0.2916,0.003072,10.2752,11.1546,89.6491,""
3838,1.024e+06,1,64,1,-1,0.3444,0.0004,0.0528,0.3766,0.003072,10.4555,11.1874,89.3863,""
3839,1.024e+06,1,64,1,-1,0.319,0.0004,0.0484,0.3145,0.002048,10.1497,11.0309,90.6544,""
3840,1.024e+06,1,64,1,-1,0.1607,0.0005,0.0495,0.3657,0.003008,10.1839,10.9849,91.0341,""
3841,1.024e+06,1,64,1,-1,0.3115,0.0005,0.05,0.2734,0.003072,10.3338,11.019,90.7523,""
3842,1.024e+06,1,64,1,-1,0.3269,0.0005,0.0483,0.2947,0.002048,10.2431,10.9945,90.9546,""
3843,1.024e+06,1,64,1,-1,0.3391,0.0005,0.0488,0.281,0.002048,10.4359,11.0626,90.3947,""
3844,1.024e+06,1,64,1,-1,0.3284,0.0005,0.0693,0.3025,0.003072,12.4681,13.3009,75.1829,""
3845,1.024e+06,1,64,1,-1,0.3799,0.0006,0.0685,0.3164,0.003072,10.4004,11.0338,90.6306,""
3846,1.024e+06,1,64,1,-1,0.3514,0.0005,0.0636,0.3348,0.003072,10.2877,11.0167,90.7713,""
3847,1.024e+06,1,64,1,-1,0.2996,0.0005,0.0504,0.3257,0.003072,10.2143,11.0637,90.3857,""
3848,1.024e+06,1,64,1,-1,0.2934,0.0004,0.0504,0.2674,0.002048,10.4148,11.0515,90.4855,""
3849,1.024e+06,1,64,1,-1,0.3641,0.0006,0.0685,0.3874,0.003072,10.3394,11.0408,90.5731,""
3850,1.024e+06,1,64,1,-1,0.3547,0.0004,0.048,0.2887,0.002048,10.376,11.0035,90.8802,""
3851,1.024e+06,1,64,1,-1,0.3269,0.0005,0.0664,0.3596,0.003072,10.3372,11.0346,90.624,""
3852,1.024e+06,1,64,1,-1,0.4501,0.0007,0.0677,0.3066,0.003072,10.318,11.02,90.7441,""
3853,1.024e+06,1,64,1,-1,0.3557,0.0005,0.0654,0.3376,0.00304,10.3776,11.0417,90.5658,""
3854,1.024e+06,1,64,1,-1,0.3471,0.0005,0.0494,0.3392,0.002048,10.1921,10.9674,91.1793,""
3855,1.024e+06,1,64,1,-1,0.4622,0.0007,0.087,0.3789,0.003072,10.3823,11.0211,90.735,""
3856,1.024e+06,1,64,1,-1,0.2984,0.0004,0.0478,0.2741,0.003072,10.0961,10.9984,90.9223,""
3857,1.024e+06,1,64,1,-1,0.3369,0.0007,0.0754,0.2725,0.002048,10.1754,11.0102,90.8249,""
3858,1.024e+06,1,64,1,-1,0.3722,0.0005,0.0659,0.3675,0.002048,10.4231,11.0451,90.5379,""
3859,1.024e+06,1,64,1,-1,0.2975,0.0005,0.0483,0.3206,0.003072,10.2639,10.9985,90.9215,""
3860,1.024e+06,1,64,1,-1,0.3398,0.0005,0.0521,0.2888,0.003072,10.3683,11.0581,90.4314,""
3861,1.024e+06,1,64,1,-1,0.2973,0.0006,0.0497,0.354,0.003072,10.3429,11.0715,90.322,""
3862,1.024e+06,1,64,1,-1,0.3519,0.0006,0.0479,0.3147,0.003072,10.4181,10.9946,90.9537,""
3863,1.024e+06,1,64,1,-1,0.3732,0.0006,0.0655,0.417,0.002048,9.8343,11.079,90.2609,""
3864,1.024e+06,1,64,1,-1,0.3362,0.0004,0.0481,0.2874,0.003072,10.163,10.9968,90.9355,""
3865,1.024e+06,1,64,1,-1,0.296,0.0007,0.0656,0.3809,0.002048,9.9635,11.0272,90.6849,""
3866,1.024e+06,1,64,1,-1,0.3522,0.0004,0.0495,0.334,0.00304,10.4485,11.043,90.5551,""
3867,1.024e+06,1,64,1,-1,0.3169,0.0006,0.0706,0.3401,0.003072,10.3638,11.0715,90.322,""
3868,1.024e+06,1,64,1,-1,0.3311,0.0005,0.0496,0.2837,0.003072,10.2352,11.0467,90.5248,""
3869,1.024e+06,1,64,1,-1,0.3381,0.0004,0.0597,0.3295,0.003072,10.2617,11.0575,90.4364,""
3870,1.024e+06,1,64,1,-1,0.3198,0.0004,0.0485,0.2997,0.003072,10.3858,10.9991,90.9165,""
3871,1.024e+06,1,64,1,-1,0.3417,0.0005,0.0638,0.3253,0.002048,10.4517,11.0451,90.5379,""
3872,1.024e+06,1,64,1,-1,0.348,0.0005,0.048,0.2953,0.002048,10.3724,11.0075,90.8471,""
3873,1.024e+06,1,64,1,-1,0.3088,0.0004,0.0477,0.2763,0.003072,10.074,11.0614,90.4045,""
3874,1.024e+06,1,64,1,-1,0.3143,0.0005,0.048,0.2585,0.003072,10.2395,11.0639,90.384,""
3875,1.024e+06,1,64,1,-1,0.288,0.0004,0.0477,0.2777,0.003072,10.2233,11.0572,90.4388,""
3876,1.024e+06,1,64,1,-1,0.3391,0.0005,0.0492,0.3342,0.003072,10.2823,11.05,90.4977,""
3877,1.024e+06,1,64,1,-1,0.3405,0.0006,0.0646,0.3348,0.003008,10.2955,11.1401,89.7658,""
3878,1.024e+06,1,64,1,-1,0.3477,0.0007,0.0494,0.3305,0.002048,10.3946,11.0949,90.1315,""
3879,1.024e+06,1,64,1,-1,0.3421,0.0004,0.0637,0.3689,0.003072,10.2032,11.024,90.7112,""
3880,1.024e+06,1,64,1,-1,0.2888,0.0005,0.0484,0.2792,0.003072,10.305,11.0565,90.4445,""
3881,1.024e+06,1,64,1,-1,0.3296,0.0005,0.0669,0.4171,0.002048,10.3422,11.1959,89.3184,""
3882,1.024e+06,1,64,1,-1,0.3075,0.0004,0.0505,0.3029,0.003072,10.2665,11.0183,90.7581,""
3883,1.024e+06,1,64,1,-1,0.3303,0.0005,0.0491,0.2887,0.003072,10.468,11.1207,89.9224,""
3884,1.024e+06,1,64,1,-1,0.2948,0.0006,0.0502,0.3036,0.002048,10.3296,11.0387,90.5904,""
3885,1.024e+06,1,64,1,-1,0.364,0.0005,0.0655,0.3529,0.003072,10.2401,11.0502,90.4961,""
3886,1.024e+06,1,64,1,-1,0.4548,0.0006,0.0751,0.3572,0.003072,10.351,11.0308,90.6553,""
3887,1.024e+06,1,64,1,-1,0.3315,0.0005,0.0482,0.3352,0.002048,10.2768,11.031,90.6536,""
3888,1.024e+06,1,64,1,-1,0.3302,0.0005,0.046,0.2862,0.003072,10.43,11.0285,90.6742,""
3889,1.024e+06,1,64,1,-1,0.3562,0.0006,0.0647,0.351,0.003072,10.2883,11.0586,90.4274,""
3890,1.024e+06,1,64,1,-1,0.3028,0.0004,0.0481,0.2926,0.002048,9.8578,11.0971,90.1136,""
3891,1.024e+06,1,64,1,-1,0.313,0.0005,0.0471,0.3031,0.003072,10.2347,11.0514,90.4863,""
3892,1.024e+06,1,64,1,-1,0.3432,0.0004,0.0495,0.3214,0.003072,10.3464,11.0303,90.6594,""
3893,1.024e+06,1,64,1,-1,0.3396,0.0005,0.0473,0.3216,0.002048,10.3558,11.0719,90.3187,""
3894,1.024e+06,1,64,1,-1,0.3509,0.0005,0.0649,0.2917,0.002944,10.3055,11.0317,90.6479,""
3895,1.024e+06,1,64,1,-1,0.3088,0.0005,0.0496,0.2909,0.003072,10.3543,11.1147,89.9709,""
3896,1.024e+06,1,64,1,-1,0.3848,0.0007,0.0683,0.4091,0.003008,10.3129,11.083,90.2283,""
3897,1.024e+06,1,64,1,-1,0.3458,0.0003,0.0459,0.2952,0.002976,10.4015,11.0701,90.3334,""
3898,1.024e+06,1,64,1,-1,0.2927,0.0005,0.0472,0.3556,0.003072,10.2441,11.0444,90.5436,""
3899,1.024e+06,1,64,1,-1,0.3697,0.0005,0.0662,0.3668,0.002048,10.4381,11.2037,89.2562,""
3900,1.024e+06,1,64,1,-1,0.2872,0.0005,0.0476,0.2759,0.003072,10.336,11.0955,90.1266,""
3901,1.024e+06,1,64,1,-1,0.3951,0.0006,0.0605,0.4005,0.003072,10.2848,11.0524,90.4781,""
3902,1.024e+06,1,64,1,-1,0.381,0.0006,0.0664,0.3013,0.003072,10.3378,11.0223,90.7252,""
3903,1.024e+06,1,64,1,-1,0.3347,0.0006,0.0488,0.2822,0.003008,10.2656,11.0739,90.3024,""
3904,1.024e+06,1,64,1,-1,0.316,0.0004,0.0473,0.2732,0.002048,10.3323,11.0085,90.8389,""
3905,1.024e+06,1,64,1,-1,0.3382,0.0004,0.0479,0.2725,0.002048,10.3768,11.045,90.5387,""
3906,1.024e+06,1,64,1,-1,0.3211,0.0005,0.0674,0.3354,0.003072,10.2268,11.0492,90.5043,""
3907,1.024e+06,1,64,1,-1,0.3115,0.0004,0.0483,0.3103,0.003072,10.3546,11.0987,90.1006,""
3908,1.024e+06,1,64,1,-1,0.3932,0.0004,0.063,0.3868,0.003072,10.2136,10.9954,90.9471,""
3909,1.024e+06,1,64,1,-1,0.3662,0.0005,0.0661,0.388,0.003072,10.3387,11.0946,90.1339,""
3910,1.024e+06,1,64,1,-1,0.3919,0.0006,0.0743,1.2439,0.002048,10.5115,11.3695,87.9546,""
3911,1.024e+06,1,64,1,-1,0.3776,0.0006,0.0626,0.3549,0.002048,10.4378,11.0658,90.3685,""
3912,1.024e+06,1,64,1,-1,0.3342,0.0008,0.0633,0.3818,0.002976,10.4449,11.0458,90.5321,""
3913,1.024e+06,1,64,1,-1,0.3396,0.0006,0.0662,0.3515,0.002048,10.1823,11.0162,90.7754,""
3914,1.024e+06,1,64,1,-1,0.3737,0.0004,0.0653,0.3556,0.003072,10.2052,11.0329,90.638,""
3915,1.024e+06,1,64,1,-1,0.3728,0.0005,0.0647,0.3906,0.002048,10.3441,11.1743,89.4911,""
3916,1.024e+06,1,64,1,-1,0.3378,0.0005,0.0473,0.3115,0.003072,10.3584,10.9935,90.9628,""
3917,1.024e+06,1,64,1,-1,0.3221,0.0007,0.0494,0.2737,0.002048,10.5061,11.3045,88.4603,""
3918,1.024e+06,1,64,1,-1,0.348,0.0006,0.0513,0.3279,0.003072,10.0192,11.0389,90.5887,""
3919,1.024e+06,1,64,1,-1,0.3174,0.0004,0.048,0.2718,0.002976,11.1947,11.9179,83.9074,""
3920,1.024e+06,1,64,1,-1,0.3201,0.0005,0.0595,0.2797,0.002048,10.1174,11.0159,90.7779,""
3921,1.024e+06,1,64,1,-1,0.3288,0.0005,0.0513,0.3023,0.003072,10.258,11.0404,90.5764,""
3922,1.024e+06,1,64,1,-1,0.3549,0.0003,0.0514,0.3096,0.002048,10.1264,11.0174,90.7655,""
3923,1.024e+06,1,64,1,-1,0.3646,0.0005,0.0645,0.2674,0.002048,10.2997,11.1136,89.9798,""
3924,1.024e+06,1,64,1,-1,0.4261,0.0006,0.0726,0.3906,0.002048,10.3452,11.007,90.8513,""
3925,1.024e+06,1,64,1,-1,0.2989,0.0006,0.0487,0.2694,0.003072,10.3915,11.1458,89.7199,""
3926,1.024e+06,1,64,1,-1,0.3179,0.0005,0.0509,0.2775,0.00304,10.3064,11.1618,89.5913,""
3927,1.024e+06,1,64,1,-1,0.3409,0.0005,0.0508,0.3165,0.002048,10.2811,11.0589,90.4249,""
3928,1.024e+06,1,64,1,-1,0.3488,0.0006,0.0607,0.3162,0.003072,10.3603,11.0286,90.6733,""
3929,1.024e+06,1,64,1,-1,0.2968,0.0003,0.0499,0.2752,0.003072,10.3995,11.1011,90.0812,""
3930,1.024e+06,1,64,1,-1,0.3041,0.0006,0.0496,0.3547,0.003072,10.196,10.9933,90.9645,""
3931,1.024e+06,1,64,1,-1,0.3403,0.0006,0.0613,0.3271,0.003072,10.256,11.0682,90.3489,""
3932,1.024e+06,1,64,1,-1,0.3805,0.0006,0.0863,0.4534,0.003008,10.2533,11.037,90.6043,""
3933,1.024e+06,1,64,1,-1,0.3406,0.0004,0.0485,0.3206,0.003072,10.4552,11.147,89.7102,""
3934,1.024e+06,1,64,1,-1,0.4077,0.0007,0.0698,0.4337,0.002048,10.3513,11.0252,90.7013,""
3935,1.024e+06,1,64,1,-1,0.3541,0.0003,0.0509,0.289,0.002048,10.1708,11.0445,90.5428,""
3936,1.024e+06,1,64,1,-1,0.3119,0.0004,0.0511,0.2769,0.003072,10.2787,11.032,90.6454,""
3937,1.024e+06,1,64,1,-1,0.3405,0.0005,0.0499,0.3135,0.002048,9.8695,11.0253,90.7005,""
3938,1.024e+06,1,64,1,-1,0.3256,0.0005,0.0671,0.3699,0.003072,10.4153,11.0779,90.2698,""
3939,1.024e+06,1,64,1,-1,0.3715,0.0006,0.065,0.419,0.002976,10.2327,11.0583,90.4298,""
3940,1.024e+06,1,64,1,-1,0.3505,0.0005,0.0504,0.3301,0.003072,10.1467,11.0367,90.6068,""
3941,1.024e+06,1,64,1,-1,0.3574,0.0005,0.0483,0.3389,0.002048,10.4024,11.0517,90.4838,""
3942,1.024e+06,1,64,1,-1,0.4169,0.0005,0.0596,0.3203,0.003072,10.4805,11.0635,90.3873,""
3943,1.024e+06,1,64,1,-1,0.2896,0.0007,0.0553,0.2954,0.003072,10.3041,11.027,90.6865,""
3944,1.024e+06,1,64,1,-1,0.3834,0.0005,0.0669,0.365,0.003072,10.2479,11.0319,90.6462,""
3945,1.024e+06,1,64,1,-1,0.3619,0.0003,0.0654,0.3262,0.002048,10.3322,11.0503,90.4953,""
3946,1.024e+06,1,64,1,-1,0.3382,0.0004,0.0496,0.292,0.003072,10.2607,11.0698,90.3359,""
3947,1.024e+06,1,64,1,-1,0.2953,0.0006,0.0491,0.2918,0.003072,10.3064,11.0219,90.7285,""
3948,1.024e+06,1,64,1,-1,0.3004,0.0005,0.0498,0.3024,0.003072,10.1804,11.0265,90.6906,""
3949,1.024e+06,1,64,1,-1,0.3704,0.0006,0.0632,0.3695,0.003072,10.1932,11.0641,90.3824,""
3950,1.024e+06,1,64,1,-1,0.3723,0.0005,0.0649,0.4027,0.002048,10.2517,10.9857,91.0274,""
3951,1.024e+06,1,64,1,-1,0.3717,0.0005,0.0659,0.3226,0.003072,10.4045,11.0276,90.6816,""
3952,1.024e+06,1,64,1,-1,0.3809,0.0006,0.0789,0.4121,0.003072,10.2911,11.0857,90.2063,""
