frame,num_particles,solver_iters,max_neighbors,sort_every_n,sim_ms_gpu,clear,points,points_speed,present,gpu_0,render_ms,frame_ms,fps,profile
235,1.024e+06,1,64,1,-1,0.3368,0.0007,0.0521,0.278,0.003072,4.016,4.6798,213.684,""
236,1.024e+06,1,64,1,-1,0.3107,0.0004,0.0492,0.2521,0.003072,3.8749,4.486,222.916,""
237,1.024e+06,1,64,1,-1,0.3227,0.0005,0.0639,0.3648,0.003008,3.8181,4.4376,225.347,""
238,1.024e+06,1,64,1,-1,0.2981,0.0006,0.0483,0.3252,0.002048,3.7726,4.414,226.552,""
239,1.024e+06,1,64,1,-1,0.3484,0.0005,0.0536,0.3167,0.002048,3.7901,4.4173,226.383,""
240,1.024e+06,1,64,1,-1,0.1892,0.0004,0.0571,0.3521,0.002912,3.9681,4.6254,216.198,""
241,1.024e+06,1,64,1,-1,0.306,0.0005,0.0478,0.2802,0.002976,4.0224,4.7759,209.385,""
242,1.024e+06,1,64,1,-1,0.3143,0.0004,0.0486,0.2669,0.002048,3.7925,4.436,225.428,""
243,1.024e+06,1,64,1,-1,0.3167,0.0006,0.0484,0.3263,0.002048,3.8246,4.4508,224.679,""
244,1.024e+06,1,64,1,-1,0.396,0.0005,0.0582,0.3231,0.002048,3.7164,4.4964,222.4,""
245,1.024e+06,1,64,1,-1,0.3778,0.0006,0.0635,0.3887,0.002048,3.6679,4.7454,210.73,""
246,1.024e+06,1,64,1,-1,0.2839,0.0005,0.0464,0.3184,0.002048,3.9801,4.612,216.826,""
247,1.024e+06,1,64,1,-1,0.3088,0.0005,0.0487,0.3045,0.002048,3.8539,4.4614,224.145,""
248,1.024e+06,1,64,1,-1,0.3232,0.0007,0.054,0.3914,0.002048,3.8184,4.5082,221.818,""
249,1.024e+06,1,64,1,-1,0.4157,0.0006,0.0535,0.2959,0.002048,3.8575,4.5144,221.513,""
250,1.024e+06,1,64,1,-1,0.3065,0.0005,0.0477,0.2794,0.002048,3.7568,4.562,219.202,""
251,1.024e+06,1,64,1,-1,0.2945,0.0005,0.0486,0.3071,0.002048,4.0381,4.6472,215.183,""
252,1.024e+06,1,64,1,-1,0.307,0.0005,0.05,0.3058,0.002048,3.9039,4.5094,221.759,""
253,1.024e+06,1,64,1,-1,0.3327,0.0007,0.0906,0.4832,0.003072,3.8708,4.5315,220.677,""
254,1.024e+06,1,64,1,-1,0.3832,0.0006,0.059,0.3501,0.001024,3.7666,4.6156,216.657,""
255,1.024e+06,1,64,1,-1,0.3166,0.0005,0.0484,0.2681,0.004096,3.9131,4.6043,217.188,""
256,1.024e+06,1,64,1,-1,0.2958,0.0004,0.0498,0.2874,0.002048,4.1191,4.7092,212.35,""
257,1.024e+06,1,64,1,-1,0.2955,0.0004,0.048,0.3868,0.001024,3.8998,4.643,215.378,""
258,1.024e+06,1,64,1,-1,0.3471,0.0006,0.0652,0.3522,0.002976,3.739,4.6083,217,""
259,1.024e+06,1,64,1,-1,0.3106,0.0006,0.0475,0.2882,0.002048,4.0087,4.7036,212.603,""
260,1.024e+06,1,64,1,-1,0.3198,0.0004,0.0461,0.284,0.002048,4.1615,4.7915,208.703,""
261,1.024e+06,1,64,1,-1,0.2985,0.0005,0.0463,0.3289,0.002048,3.8322,4.6841,213.488,""
262,1.024e+06,1,64,1,-1,0.3582,0.0006,0.0585,0.3456,0.003072,3.953,4.7331,211.278,""
263,1.024e+06,1,64,1,-1,0.3672,0.0008,0.2194,0.3168,0.001984,4.1875,4.9201,203.248,""
264,1.024e+06,1,64,1,-1,0.3064,0.0004,0.0486,0.2627,0.001024,4.1782,4.7971,208.459,""
265,1.024e+06,1,64,1,-1,0.3214,0.0004,0.0467,0.3106,0.002048,4.0473,4.6869,213.361,""
266,1.024e+06,1,64,1,-1,0.3384,0.0006,0.0558,0.3417,0.002048,4.1368,4.7389,211.019,""
267,1.024e+06,1,64,1,-1,0.3444,0.0005,0.0637,0.3864,0.002048,3.7161,4.757,210.217,""
268,1.024e+06,1,64,1,-1,0.2924,0.0004,0.0478,0.2859,0.002048,4.1521,4.7629,209.956,""
269,1.024e+06,1,64,1,-1,0.307,0.0006,0.0469,0.2789,0.002048,4.1499,4.7379,211.064,""
270,1.024e+06,1,64,1,-1,0.3445,0.0008,0.0578,0.3551,0.003072,4.3749,5.0534,197.887,""
271,1.024e+06,1,64,1,-1,0.3339,0.0005,0.051,0.341,0.002048,4.1646,5.161,193.761,""
272,1.024e+06,1,64,1,-1,0.303,0.0005,0.0486,0.3036,0.001984,4.0988,4.7885,208.834,""
273,1.024e+06,1,64,1,-1,0.3435,0.0004,0.0547,0.3522,0.003072,4.2531,4.9064,203.815,""
274,1.024e+06,1,64,1,-1,0.3522,0.0005,0.0635,0.3157,0.003072,4.439,5.1066,195.825,""
275,1.024e+06,1,64,1,-1,0.3009,0.0004,0.0466,0.3284,0.001024,4.2393,4.8599,205.766,""
276,1.024e+06,1,64,1,-1,0.3257,0.0004,0.0463,0.297,0.00304,4.3333,4.9475,202.122,""
277,1.024e+06,1,64,1,-1,0.3682,0.0005,0.0527,0.2914,0.003072,4.054,4.965,201.41,""
278,1.024e+06,1,64,1,-1,0.3387,0.0005,0.0524,0.3295,0.002048,4.1547,5.0505,198,""
279,1.024e+06,1,64,1,-1,0.2933,0.0005,0.0489,0.2819,0.002048,4.3798,4.9778,200.892,""
280,1.024e+06,1,64,1,-1,0.3617,0.0006,0.0624,0.4441,0.003072,4.1763,5.0207,199.175,""
281,1.024e+06,1,64,1,-1,0.3121,0.0005,0.0481,0.2483,0.002048,4.3654,5.1112,195.649,""
282,1.024e+06,1,64,1,-1,0.3264,0.0005,0.0467,0.3036,0.002048,4.3583,4.9628,201.499,""
283,1.024e+06,1,64,1,-1,0.3587,0.0007,0.0547,0.4114,0.002048,4.2858,5.0729,197.126,""
284,1.024e+06,1,64,1,-1,0.3015,0.0005,0.0467,0.3084,0.00512,4.3761,5.1045,195.906,""
285,1.024e+06,1,64,1,-1,0.323,0.0005,0.0521,0.3342,0.003072,4.315,5.0363,198.558,""
286,1.024e+06,1,64,1,-1,0.3935,0.0005,0.0689,0.4203,0.002048,4.4281,5.2018,192.241,""
287,1.024e+06,1,64,1,-1,0.3276,0.0005,0.0495,0.3462,0.00304,4.6313,5.3613,186.522,""
288,1.024e+06,1,64,1,-1,0.3176,0.0004,0.0487,0.3694,0.002912,4.4267,5.1728,193.319,""
289,1.024e+06,1,64,1,-1,0.3852,0.0005,0.0571,0.3089,0.002048,4.3605,5.2616,190.056,""
290,1.024e+06,1,64,1,-1,0.3377,0.0006,0.0657,0.3693,0.002048,4.3072,5.1806,193.028,""
291,1.024e+06,1,64,1,-1,0.4007,0.0007,0.0744,0.3782,0.003072,4.5821,5.2481,190.545,""
292,1.024e+06,1,64,1,-1,0.2906,0.0005,0.0488,0.2856,0.003072,4.5554,5.2039,192.164,""
293,1.024e+06,1,64,1,-1,0.3116,0.0007,0.0501,0.3117,0.003072,4.5375,5.1962,192.448,""
294,1.024e+06,1,64,1,-1,0.3169,0.0006,0.0522,0.3111,0.003072,4.5102,5.1964,192.441,""
295,1.024e+06,1,64,1,-1,0.2941,0.0005,0.0515,0.2884,0.003072,4.5598,5.2064,192.071,""
296,1.024e+06,1,64,1,-1,0.3044,0.0005,0.0482,0.2894,0.002048,4.5385,5.2059,192.09,""
297,1.024e+06,1,64,1,-1,0.3457,0.0006,0.0619,0.3036,0.003008,4.5899,5.2663,189.887,""
298,1.024e+06,1,64,1,-1,0.3232,0.0004,0.0484,0.3298,0.003072,4.4772,5.1911,192.637,""
299,1.024e+06,1,64,1,-1,0.3003,0.0004,0.0474,0.2809,0.002048,4.5298,5.1463,194.314,""
300,1.024e+06,1,64,1,-1,0.3486,0.0005,0.0648,0.3227,0.003072,4.5107,5.1531,194.058,""
301,1.024e+06,1,64,1,-1,0.3277,0.0006,0.0624,0.3137,0.003072,4.5002,5.0951,196.267,""
302,1.024e+06,1,64,1,-1,0.3629,0.0005,0.0593,0.3383,0.002048,4.2183,5.0911,196.421,""
303,1.024e+06,1,64,1,-1,0.3239,0.0007,0.0474,0.3164,0.003072,4.5197,5.1342,194.772,""
304,1.024e+06,1,64,1,-1,0.316,0.0006,0.0497,0.4058,0.003072,4.444,5.0915,196.406,""
305,1.024e+06,1,64,1,-1,0.3327,0.0005,0.0619,0.3191,0.002048,4.47,5.07,197.239,""
306,1.024e+06,1,64,1,-1,0.3191,0.0005,0.0477,0.3035,0.003072,4.5086,5.0948,196.279,""
307,1.024e+06,1,64,1,-1,0.3533,0.0006,0.0549,0.3129,0.002048,4.2432,5.0617,197.562,""
308,1.024e+06,1,64,1,-1,0.2988,0.0005,0.0501,0.3109,0.002848,4.4063,5.0566,197.761,""
309,1.024e+06,1,64,1,-1,0.3033,0.0008,0.0482,0.3222,0.00304,4.4072,5.0526,197.918,""
310,1.024e+06,1,64,1,-1,0.3148,0.0004,0.0495,0.2895,0.003072,4.3802,5.1004,196.063,""
311,1.024e+06,1,64,1,-1,0.3462,0.0005,0.0489,0.3679,0.002048,4.377,4.9908,200.369,""
312,1.024e+06,1,64,1,-1,0.3275,0.0006,0.0587,0.3383,0.002048,4.0726,4.9957,200.172,""
313,1.024e+06,1,64,1,-1,0.3022,0.0005,0.049,0.2767,0.002048,4.2626,4.9863,200.55,""
314,1.024e+06,1,64,1,-1,0.316,0.0005,0.0525,0.3085,0.002048,4.3393,4.9827,200.694,""
315,1.024e+06,1,64,1,-1,0.3513,0.0005,0.0513,0.2956,0.002048,4.0541,4.9642,201.442,""
316,1.024e+06,1,64,1,-1,0.3065,0.0003,0.048,0.2597,0.002048,4.2868,4.9492,202.053,""
317,1.024e+06,1,64,1,-1,0.3274,0.0009,0.077,0.3547,0.002048,4.373,4.9886,200.457,""
318,1.024e+06,1,64,1,-1,0.3346,0.0005,0.0601,0.3372,0.002048,4.0994,4.9428,202.314,""
319,1.024e+06,1,64,1,-1,0.3145,0.0005,0.0473,0.35,0.002048,4.2734,5.0116,199.537,""
320,1.024e+06,1,64,1,-1,0.3488,0.0007,0.0624,0.3097,0.002976,4.2635,4.8735,205.191,""
321,1.024e+06,1,64,1,-1,0.3379,0.0004,0.0651,0.3348,0.002048,4.2026,4.9293,202.869,""
322,1.024e+06,1,64,1,-1,0.3083,0.0005,0.0488,0.3442,0.003072,4.0246,4.9976,200.096,""
323,1.024e+06,1,64,1,-1,0.3401,0.0006,0.0626,0.3372,0.002048,4.2832,4.913,203.542,""
324,1.024e+06,1,64,1,-1,0.3027,0.0005,0.0468,0.2775,0.003072,4.2212,4.8406,206.586,""
325,1.024e+06,1,64,1,-1,0.3097,0.0004,0.0477,0.3284,0.002048,4.2927,4.8704,205.322,""
326,1.024e+06,1,64,1,-1,0.2964,0.0004,0.0471,0.2714,0.002048,4.2693,4.8712,205.288,""
327,1.024e+06,1,64,1,-1,0.3484,0.0006,0.0676,0.362,0.003072,4.0553,4.8964,204.232,""
328,1.024e+06,1,64,1,-1,0.3322,0.0004,0.0507,0.304,0.003072,4.2362,4.8292,207.074,""
329,1.024e+06,1,64,1,-1,0.2866,0.0003,0.0447,0.2437,0.003008,4.2436,4.8248,207.262,""
330,1.024e+06,1,64,1,-1,0.3386,0.0007,0.064,0.3819,0.002048,4.1709,4.8581,205.842,""
331,1.024e+06,1,64,1,-1,0.279,0.0005,0.047,0.2661,0.003072,4.0424,4.9156,203.434,""
332,1.024e+06,1,64,1,-1,0.2993,0.0005,0.0464,0.3013,0.002048,4.1348,4.8393,206.641,""
333,1.024e+06,1,64,1,-1,0.2966,0.0006,0.0465,0.3023,0.003072,4.2474,4.8731,205.208,""
334,1.024e+06,1,64,1,-1,0.3021,0.0004,0.0481,0.2854,0.003072,4.2667,4.8685,205.402,""
335,1.024e+06,1,64,1,-1,0.3295,0.0006,0.0475,0.3019,0.002048,4.2271,4.8564,205.914,""
336,1.024e+06,1,64,1,-1,0.3497,0.0004,0.0499,0.3162,0.003008,4.2772,4.9251,203.042,""
337,1.024e+06,1,64,1,-1,0.3175,0.0005,0.0477,0.2754,0.002048,4.2252,4.8998,204.09,""
338,1.024e+06,1,64,1,-1,0.3089,0.0004,0.0505,0.3086,0.002048,4.1787,4.8683,205.411,""
339,1.024e+06,1,64,1,-1,0.3579,0.0006,0.0534,0.3605,0.003072,3.9562,4.8578,205.855,""
340,1.024e+06,1,64,1,-1,0.316,0.0004,0.0488,0.2649,0.00304,4.219,4.8677,205.436,""
341,1.024e+06,1,64,1,-1,0.3177,0.0005,0.0496,0.2852,0.002048,4.2492,4.8736,205.187,""
342,1.024e+06,1,64,1,-1,0.3142,0.0005,0.0665,0.372,0.002976,4.1783,4.9556,201.792,""
343,1.024e+06,1,64,1,-1,0.3429,0.0005,0.0504,0.2911,0.003072,4.187,4.9096,203.683,""
344,1.024e+06,1,64,1,-1,0.3047,0.0005,0.05,0.3026,0.003072,4.3104,4.9057,203.845,""
345,1.024e+06,1,64,1,-1,0.3056,0.0004,0.0523,0.2931,0.003072,4.3176,4.9048,203.882,""
346,1.024e+06,1,64,1,-1,0.2982,0.0005,0.0504,0.2741,0.003072,4.2668,4.9345,202.655,""
347,1.024e+06,1,64,1,-1,0.3331,0.0005,0.0657,0.3248,0.002048,4.1099,4.9349,202.638,""
348,1.024e+06,1,64,1,-1,0.2876,0.0004,0.048,0.2896,0.003072,4.3898,4.9966,200.136,""
349,1.024e+06,1,64,1,-1,0.4157,0.0006,0.0495,0.3534,0.003072,4.4213,5.0848,196.665,""
350,1.024e+06,1,64,1,-1,0.3116,0.0004,0.0483,0.2623,0.003072,4.4202,5.0316,198.744,""
351,1.024e+06,1,64,1,-1,0.3167,0.0005,0.0634,0.3114,0.003072,4.347,4.9887,200.453,""
352,1.024e+06,1,64,1,-1,0.3183,0.0005,0.0458,0.2664,0.003072,4.1867,5.043,198.295,""
353,1.024e+06,1,64,1,-1,0.2883,0.0004,0.0468,0.3487,0.003072,4.3655,5.0016,199.936,""
354,1.024e+06,1,64,1,-1,0.3019,0.0006,0.0473,0.3096,0.003072,4.423,5.0141,199.438,""
355,1.024e+06,1,64,1,-1,0.3711,0.0005,0.0642,0.3771,0.003072,4.4835,5.126,195.084,""
356,1.024e+06,1,64,1,-1,0.2926,0.0006,0.047,0.2749,0.002048,4.459,5.1061,195.844,""
357,1.024e+06,1,64,1,-1,0.3718,0.0005,0.0643,0.3324,0.003072,4.495,5.1319,194.86,""
358,1.024e+06,1,64,1,-1,0.3407,0.0005,0.0675,0.4284,0.003072,4.4304,5.1299,194.936,""
359,1.024e+06,1,64,1,-1,0.2761,0.0004,0.0452,0.3187,0.003072,4.5529,5.1565,193.93,""
360,1.024e+06,1,64,1,-1,0.1993,0.0005,0.0651,0.4228,0.003072,4.5471,5.1461,194.322,""
361,1.024e+06,1,64,1,-1,0.2987,0.0005,0.0466,0.2828,0.00304,4.4612,5.1738,193.282,""
362,1.024e+06,1,64,1,-1,0.2953,0.0005,0.0487,0.3481,0.002048,4.5519,5.1781,193.121,""
363,1.024e+06,1,64,1,-1,0.3366,0.0003,0.0462,0.3185,0.00304,4.6534,5.2598,190.121,""
364,1.024e+06,1,64,1,-1,0.3406,0.0004,0.0462,0.283,0.003072,4.4947,5.22,191.571,""
365,1.024e+06,1,64,1,-1,0.2941,0.0006,0.0457,0.3287,0.002048,4.4628,5.2913,188.989,""
366,1.024e+06,1,64,1,-1,0.2966,0.0005,0.0477,0.3473,0.003072,4.6795,5.3146,188.161,""
367,1.024e+06,1,64,1,-1,0.4303,0.0006,0.0474,0.287,0.003072,4.6962,5.328,187.688,""
368,1.024e+06,1,64,1,-1,0.3096,0.0006,0.048,0.2999,0.002048,4.714,5.3421,187.192,""
369,1.024e+06,1,64,1,-1,0.3169,0.0005,0.0481,0.3074,0.003072,4.6827,5.6296,177.633,""
370,1.024e+06,1,64,1,-1,0.3212,0.0004,0.0524,0.267,0.003072,4.8055,5.4392,183.851,""
371,1.024e+06,1,64,1,-1,0.3211,0.0005,0.0478,0.2793,0.002048,4.7008,5.4276,184.243,""
372,1.024e+06,1,64,1,-1,0.3257,0.0005,0.0498,0.3043,0.002048,4.6835,5.4466,183.601,""
373,1.024e+06,1,64,1,-1,0.301,0.0004,0.0538,0.2903,0.003072,4.7155,5.492,182.083,""
374,1.024e+06,1,64,1,-1,0.3462,0.0006,0.0725,0.4043,0.003072,4.7034,5.5229,181.064,""
375,1.024e+06,1,64,1,-1,0.3224,0.0005,0.0495,0.3047,0.003072,4.9066,5.5591,179.885,""
376,1.024e+06,1,64,1,-1,0.2993,0.0005,0.0505,0.2574,0.003072,4.971,5.701,175.408,""
377,1.024e+06,1,64,1,-1,0.3369,0.0005,0.0535,0.2931,0.00288,4.9326,5.5832,179.109,""
378,1.024e+06,1,64,1,-1,0.3137,0.0004,0.0496,0.3174,0.002048,4.9452,5.5799,179.215,""
379,1.024e+06,1,64,1,-1,0.3108,0.0005,0.0522,0.3789,0.002048,5.0675,5.6806,176.038,""
380,1.024e+06,1,64,1,-1,0.3357,0.0004,0.0498,0.2805,0.002944,5.0712,5.7112,175.095,""
381,1.024e+06,1,64,1,-1,0.3615,0.0006,0.0641,0.3372,0.002912,5.0812,5.7339,174.401,""
382,1.024e+06,1,64,1,-1,0.3196,0.0005,0.0505,0.3089,0.003072,5.0793,5.7254,174.66,""
383,1.024e+06,1,64,1,-1,0.3608,0.0005,0.049,0.2969,0.002048,5.0668,5.793,172.622,""
384,1.024e+06,1,64,1,-1,0.3615,0.0006,0.0826,0.4117,0.003008,5.0505,5.9345,168.506,""
385,1.024e+06,1,64,1,-1,0.333,0.0006,0.0496,0.3311,0.003072,5.1846,5.8247,171.683,""
386,1.024e+06,1,64,1,-1,0.3275,0.0006,0.0505,0.3606,0.002048,5.0087,5.8542,170.818,""
387,1.024e+06,1,64,1,-1,0.3545,0.0007,0.0656,0.3462,0.003008,5.2902,5.9344,168.509,""
388,1.024e+06,1,64,1,-1,0.346,0.0005,0.0485,0.298,0.003072,5.2564,5.9575,167.856,""
389,1.024e+06,1,64,1,-1,0.3229,0.0005,0.0641,0.3625,0.002048,5.2989,6.0246,165.986,""
390,1.024e+06,1,64,1,-1,0.3546,0.0004,0.0519,0.3104,0.002048,5.3707,6.031,165.81,""
391,1.024e+06,1,64,1,-1,0.3133,0.0005,0.0505,0.2881,0.003072,5.4105,6.0757,164.59,""
392,1.024e+06,1,64,1,-1,0.3019,0.0005,0.0496,0.2682,0.002048,5.2539,6.1359,162.975,""
393,1.024e+06,1,64,1,-1,0.3373,0.0005,0.0577,0.3307,0.002048,5.5183,6.1327,163.06,""
394,1.024e+06,1,64,1,-1,0.3117,0.0004,0.0492,0.28,0.003072,5.4623,6.1045,163.814,""
395,1.024e+06,1,64,1,-1,0.3258,0.0004,0.0517,0.3276,0.003072,5.266,6.2528,159.928,""
396,1.024e+06,1,64,1,-1,0.3083,0.0005,0.0497,0.2993,0.003072,5.3751,6.2385,160.295,""
397,1.024e+06,1,64,1,-1,0.3099,0.0005,0.0519,0.3016,0.003072,5.6221,6.2881,159.031,""
398,1.024e+06,1,64,1,-1,0.361,0.0006,0.0718,0.3828,0.002048,5.5413,6.2384,160.298,""
399,1.024e+06,1,64,1,-1,0.335,0.0004,0.0491,0.3389,0.003072,5.4828,6.2303,160.506,""
400,1.024e+06,1,64,1,-1,0.3682,0.0007,0.0671,0.408,0.003072,5.6438,6.2902,158.977,""
401,1.024e+06,1,64,1,-1,0.3996,0.0006,0.0514,0.3079,0.002048,5.376,6.2172,160.844,""
402,1.024e+06,1,64,1,-1,0.3321,0.0005,0.0502,0.292,0.003072,5.4421,6.2377,160.316,""
403,1.024e+06,1,64,1,-1,0.3587,0.0004,0.052,0.3153,0.002048,5.486,6.163,162.259,""
404,1.024e+06,1,64,1,-1,0.3515,0.0006,0.0608,0.3249,0.002912,5.4573,6.1268,163.217,""
405,1.024e+06,1,64,1,-1,0.4004,0.0006,0.0704,0.4093,0.002048,5.3767,6.1256,163.249,""
406,1.024e+06,1,64,1,-1,0.3414,0.0005,0.05,0.3263,0.002048,5.408,6.068,164.799,""
407,1.024e+06,1,64,1,-1,0.3869,0.0005,0.075,0.3702,0.002048,5.3168,6.0321,165.78,""
408,1.024e+06,1,64,1,-1,0.332,0.0007,0.0504,0.297,0.002048,5.4385,6.1069,163.749,""
409,1.024e+06,1,64,1,-1,0.3354,0.0005,0.0604,0.3224,0.002048,5.3039,5.9775,167.294,""
410,1.024e+06,1,64,1,-1,0.3256,0.0004,0.0547,0.3416,0.003072,5.0834,5.9149,169.065,""
411,1.024e+06,1,64,1,-1,0.3318,0.0006,0.0632,0.34,0.002048,5.1763,5.9219,168.865,""
412,1.024e+06,1,64,1,-1,0.3543,0.0006,0.0676,0.4902,0.002048,4.9082,5.844,171.116,""
413,1.024e+06,1,64,1,-1,0.3234,0.0005,0.0666,0.4127,0.00304,5.2626,5.8873,169.857,""
414,1.024e+06,1,64,1,-1,0.369,0.0005,0.0507,0.301,0.003072,5.2201,5.8486,170.981,""
415,1.024e+06,1,64,1,-1,0.3634,0.0005,0.0674,0.4343,0.002048,5.171,5.7926,172.634,""
416,1.024e+06,1,64,1,-1,0.3645,0.0006,0.0662,0.4177,0.003072,5.1934,5.8069,172.209,""
417,1.024e+06,1,64,1,-1,0.3349,0.0004,0.05,0.3104,0.002048,4.885,5.7913,172.673,""
418,1.024e+06,1,64,1,-1,0.373,0.0004,0.0524,0.3196,0.003072,5.0705,5.7466,174.016,""
419,1.024e+06,1,64,1,-1,0.3217,0.0005,0.0475,0.3827,0.002048,4.8197,5.7102,175.125,""
420,1.024e+06,1,64,1,-1,0.3114,0.0005,0.0472,0.3168,0.003072,5.0682,5.8027,172.334,""
421,1.024e+06,1,64,1,-1,0.3065,0.0007,0.0507,0.2936,0.003072,5.1749,5.8447,171.095,""
422,1.024e+06,1,64,1,-1,0.3375,0.0005,0.0514,0.3533,0.002048,5.0376,5.7036,175.328,""
423,1.024e+06,1,64,1,-1,0.3071,0.0003,0.0474,0.2819,0.003072,4.9267,5.7201,174.822,""
424,1.024e+06,1,64,1,-1,0.3595,0.0007,0.0676,0.3602,0.003072,5.0513,5.7401,174.213,""
425,1.024e+06,1,64,1,-1,0.3075,0.0005,0.0477,0.2816,0.003008,5.063,5.687,175.84,""
426,1.024e+06,1,64,1,-1,0.3535,0.0006,0.0499,0.3278,0.003072,5.1149,5.707,175.223,""
427,1.024e+06,1,64,1,-1,0.3367,0.0006,0.0636,0.3785,0.003072,5.0357,5.6308,177.595,""
428,1.024e+06,1,64,1,-1,0.3564,0.0006,0.0649,0.382,0.002048,4.886,5.6943,175.614,""
429,1.024e+06,1,64,1,-1,0.2983,0.0005,0.0508,0.2791,0.002944,4.929,5.688,175.809,""
430,1.024e+06,1,64,1,-1,0.3344,0.0005,0.0503,0.4647,0.003072,4.9271,5.6362,177.425,""
431,1.024e+06,1,64,1,-1,0.3048,0.0005,0.0487,0.2643,0.002048,5.0373,5.6598,176.685,""
432,1.024e+06,1,64,1,-1,0.3714,0.0004,0.0615,0.3542,0.002048,5.0117,5.6576,176.753,""
433,1.024e+06,1,64,1,-1,0.3137,0.0004,0.0507,0.3513,0.003072,5.0377,5.6757,176.19,""
434,1.024e+06,1,64,1,-1,0.3436,0.0004,0.0491,0.2946,0.002048,4.7626,5.682,175.994,""
435,1.024e+06,1,64,1,-1,0.3112,0.0003,0.0502,0.256,0.003072,5.0185,5.6973,175.522,""
436,1.024e+06,1,64,1,-1,0.325,0.0006,0.052,0.3692,0.002048,5.0543,5.7197,174.834,""
437,1.024e+06,1,64,1,-1,0.3343,0.0004,0.0483,0.3043,0.002048,5.0857,5.7134,175.027,""
438,1.024e+06,1,64,1,-1,0.313,0.0006,0.0524,0.3152,0.002048,5.1838,5.7983,172.464,""
439,1.024e+06,1,64,1,-1,0.3828,0.0005,0.0609,0.4124,0.002048,4.9492,5.7866,172.813,""
440,1.024e+06,1,64,1,-1,0.3746,0.0005,0.067,0.3517,0.002048,5.0883,5.756,173.732,""
441,1.024e+06,1,64,1,-1,0.3811,0.0008,0.0895,0.5134,0.003072,5.1212,5.8839,169.955,""
442,1.024e+06,1,64,1,-1,0.3737,0.0006,0.0831,0.4577,0.003072,5.1422,5.8238,171.709,""
443,1.024e+06,1,64,1,-1,0.3676,0.0007,0.0716,0.4072,0.002048,5.259,5.9154,169.05,""
444,1.024e+06,1,64,1,-1,0.3441,0.0006,0.0713,0.4142,0.002912,5.1432,5.8516,170.893,""
445,1.024e+06,1,64,1,-1,0.2941,0.0006,0.053,0.295,0.002976,5.211,5.8775,170.14,""
446,1.024e+06,1,64,1,-1,0.3146,0.0006,0.053,0.3656,0.002944,5.1175,5.8866,169.877,""
447,1.024e+06,1,64,1,-1,0.3098,0.0005,0.052,0.3277,0.003072,5.2153,5.9618,167.735,""
448,1.024e+06,1,64,1,-1,0.3416,0.0003,0.0486,0.2615,0.003072,4.9151,5.9858,167.062,""
449,1.024e+06,1,64,1,-1,0.3341,0.0006,0.0502,0.3138,0.002048,5.2344,5.9395,168.364,""
450,1.024e+06,1,64,1,-1,0.3163,0.0005,0.0512,0.2901,0.00304,5.1815,5.9935,166.847,""
451,1.024e+06,1,64,1,-1,0.3504,0.0007,0.0617,0.324,0.002048,5.3514,6.0285,165.879,""
452,1.024e+06,1,64,1,-1,0.3036,0.0005,0.0502,0.2835,0.002848,5.2571,6.0401,165.56,""
453,1.024e+06,1,64,1,-1,0.3299,0.0006,0.0505,0.3248,0.003072,5.3025,6.0375,165.631,""
454,1.024e+06,1,64,1,-1,0.3371,0.0005,0.0499,0.3247,0.003072,5.2515,6.0829,164.395,""
455,1.024e+06,1,64,1,-1,0.3609,0.0005,0.0606,0.3452,0.003072,4.9823,6.1409,162.843,""
456,1.024e+06,1,64,1,-1,0.3263,0.0005,0.0523,0.3101,0.003072,5.5544,6.2038,161.192,""
457,1.024e+06,1,64,1,-1,0.3215,0.0005,0.0509,0.3028,0.003072,5.3166,6.2122,160.974,""
458,1.024e+06,1,64,1,-1,0.4003,0.0006,0.069,0.3933,0.002048,5.6666,6.4003,156.243,""
459,1.024e+06,1,64,1,-1,0.4218,0.0005,0.0764,0.4096,0.003072,5.4054,6.3199,158.23,""
460,1.024e+06,1,64,1,-1,0.409,0.0007,0.0728,0.4172,0.003072,5.3743,6.3941,156.394,""
461,1.024e+06,1,64,1,-1,0.3378,0.0006,0.0531,0.3193,0.002048,5.5182,6.4115,155.97,""
462,1.024e+06,1,64,1,-1,0.3647,0.0006,0.0673,0.3736,0.002048,5.2963,6.453,154.967,""
463,1.024e+06,1,64,1,-1,0.4489,0.0006,0.0855,0.4324,0.002048,5.6271,6.5333,153.062,""
464,1.024e+06,1,64,1,-1,0.3854,0.0007,0.064,0.3643,0.002944,5.842,6.5568,152.513,""
465,1.024e+06,1,64,1,-1,0.3343,0.0005,0.0524,0.4698,0.003072,5.5295,6.587,151.814,""
466,1.024e+06,1,64,1,-1,0.3496,0.0004,0.068,0.3508,0.003072,5.4921,6.6766,149.777,""
467,1.024e+06,1,64,1,-1,0.5951,0.0005,0.0736,0.3991,0.002048,5.4722,6.6972,149.316,""
468,1.024e+06,1,64,1,-1,0.3426,0.0005,0.0528,0.3136,0.002048,6.0642,6.7851,147.382,""
469,1.024e+06,1,64,1,-1,0.3168,0.0006,0.051,0.2997,0.002976,5.8512,6.8001,147.057,""
470,1.024e+06,1,64,1,-1,0.3399,0.0005,0.0492,0.2883,0.00288,6.0319,6.892,145.096,""
471,1.024e+06,1,64,1,-1,0.3428,0.0006,0.0647,0.3475,0.002048,6.2462,7.0957,140.93,""
472,1.024e+06,1,64,1,-1,0.3836,0.0005,0.0509,0.3045,0.003072,6.0481,6.967,143.534,""
